Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes
OG SPA 2026-2039-24,TAC Pacific Purchase,Senboku,,2029-12-01,OG SPA 2026-2039-24,Senboku,2029-12-01,Ex Ship,OG SPA 2026-2039,Singapore,2029-12-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
Pavilion DES 2024-2033-72,TAC Pacific Purchase,Singapore,,2029-12-15,Pavilion DES 2024-2033-72,Singapore,2029-12-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2029-12-16,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.68"
BPCHC SZG 2023-2032-33,TAC Pacific Purchase,Guangdong LNG Terminal,,2029-12-16,BPCHC SZG 2023-2032-33,Guangdong LNG Terminal,2029-12-16,Ex Ship,Spot Index,Guangdong LNG Terminal,2029-12-22,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
GZG SPA 2022-2034-77,TAC Pacific Purchase,Guangdong LNG Terminal,,2029-12-22,GZG SPA 2022-2034-77,Guangdong LNG Terminal,2029-12-22,Ex Ship,GZG DES 2022-2034,Guangdong LNG Terminal,2030-01-05,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.55"
GZG SPA 2022-2034-78,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-01-05,GZG SPA 2022-2034-78,Guangdong LNG Terminal,2030-01-05,Ex Ship,GZG DES 2022-2034,Singapore,2030-01-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.56"
Pavilion DES 2024-2033-73,TAC Pacific Purchase,Singapore,,2030-01-15,Pavilion DES 2024-2033-73,Singapore,2030-01-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2030-01-20,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.69"
BPCHC SZG 2023-2032-34,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-01-20,BPCHC SZG 2023-2032-34,Guangdong LNG Terminal,2030-01-20,Ex Ship,Spot Index,Senboku,2030-02-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
OG SPA 2026-2039-25,TAC Pacific Purchase,Senboku,,2030-02-01,OG SPA 2026-2039-25,Senboku,2030-02-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2030-02-13,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-79,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-02-13,GZG SPA 2022-2034-79,Guangdong LNG Terminal,2030-02-13,Ex Ship,GZG DES 2022-2034,Singapore,2030-02-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.57"
Pavilion DES 2024-2033-74,TAC Pacific Purchase,Singapore,,2030-02-15,Pavilion DES 2024-2033-74,Singapore,2030-02-15,Ex Ship,Pavilion DES 2024-2033,Singapore,2030-03-15,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.70"
Pavilion DES 2024-2033-75,TAC Pacific Purchase,Singapore,,2030-03-15,Pavilion DES 2024-2033-75,Singapore,2030-03-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2030-03-24,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.71"
GZG SPA 2022-2034-80,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-03-24,GZG SPA 2022-2034-80,Guangdong LNG Terminal,2030-03-24,Ex Ship,GZG DES 2022-2034,Guangdong LNG Terminal,2030-04-12,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.58"
BPCHC SZG 2023-2032-35,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-04-12,BPCHC SZG 2023-2032-35,Guangdong LNG Terminal,2030-04-12,Ex Ship,Spot Index,Singapore,2030-04-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Pavilion DES 2024-2033-76,TAC Pacific Purchase,Singapore,,2030-04-15,Pavilion DES 2024-2033-76,Singapore,2030-04-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2030-05-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.72"
OG SPA 2026-2039-26,TAC Pacific Purchase,Senboku,,2030-05-01,OG SPA 2026-2039-26,Senboku,2030-05-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2030-05-02,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-81,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-05-02,GZG SPA 2022-2034-81,Guangdong LNG Terminal,2030-05-02,Ex Ship,GZG DES 2022-2034,Singapore,2030-05-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.59"
Pavilion DES 2024-2033-77,TAC Pacific Purchase,Singapore,,2030-05-15,Pavilion DES 2024-2033-77,Singapore,2030-05-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2030-06-10,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.73"
GZG SPA 2022-2034-82,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-06-10,GZG SPA 2022-2034-82,Guangdong LNG Terminal,2030-06-10,Ex Ship,GZG DES 2022-2034,Singapore,2030-06-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.60"
Pavilion DES 2024-2033-78,TAC Pacific Purchase,Singapore,,2030-06-15,Pavilion DES 2024-2033-78,Singapore,2030-06-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2030-07-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.74"
OG SPA 2026-2039-27,TAC Pacific Purchase,Senboku,,2030-07-01,OG SPA 2026-2039-27,Senboku,2030-07-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2030-07-04,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
BPCHC SZG 2023-2032-36,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-07-04,BPCHC SZG 2023-2032-36,Guangdong LNG Terminal,2030-07-04,Ex Ship,Spot Index,Singapore,2030-07-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Pavilion DES 2024-2033-79,TAC Pacific Purchase,Singapore,,2030-07-15,Pavilion DES 2024-2033-79,Singapore,2030-07-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2030-07-19,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.75"
GZG SPA 2022-2034-83,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-07-19,GZG SPA 2022-2034-83,Guangdong LNG Terminal,2030-07-19,Ex Ship,GZG DES 2022-2034,Singapore,2030-08-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.61"
Pavilion DES 2024-2033-80,TAC Pacific Purchase,Singapore,,2030-08-15,Pavilion DES 2024-2033-80,Singapore,2030-08-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2030-08-27,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.76"
GZG SPA 2022-2034-84,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-08-27,GZG SPA 2022-2034-84,Guangdong LNG Terminal,2030-08-27,Ex Ship,GZG DES 2022-2034,Senboku,2030-09-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.62"
OG SPA 2026-2039-28,TAC Pacific Purchase,Senboku,,2030-09-01,OG SPA 2026-2039-28,Senboku,2030-09-01,Ex Ship,OG SPA 2026-2039,Singapore,2030-09-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
Pavilion DES 2024-2033-81,TAC Pacific Purchase,Singapore,,2030-09-15,Pavilion DES 2024-2033-81,Singapore,2030-09-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2030-09-24,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.77"
BPCHC SZG 2023-2032-37,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-09-24,BPCHC SZG 2023-2032-37,Guangdong LNG Terminal,2030-09-24,Ex Ship,Spot Index,Guangdong LNG Terminal,2030-10-05,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
GZG SPA 2022-2034-85,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-10-05,GZG SPA 2022-2034-85,Guangdong LNG Terminal,2030-10-05,Ex Ship,GZG DES 2022-2034,Singapore,2030-10-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.63"
Pavilion DES 2024-2033-82,TAC Pacific Purchase,Singapore,,2030-10-15,Pavilion DES 2024-2033-82,Singapore,2030-10-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2030-11-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.78"
OG SPA 2026-2039-29,TAC Pacific Purchase,Senboku,,2030-11-01,OG SPA 2026-2039-29,Senboku,2030-11-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2030-11-13,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-86,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-11-13,GZG SPA 2022-2034-86,Guangdong LNG Terminal,2030-11-13,Ex Ship,GZG DES 2022-2034,Singapore,2030-11-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.64"
Pavilion DES 2024-2033-83,TAC Pacific Purchase,Singapore,,2030-11-15,Pavilion DES 2024-2033-83,Singapore,2030-11-15,Ex Ship,Pavilion DES 2024-2033,Singapore,2030-12-15,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.79"
Pavilion DES 2024-2033-84,TAC Pacific Purchase,Singapore,,2030-12-15,Pavilion DES 2024-2033-84,Singapore,2030-12-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2030-12-16,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.80"
BPCHC SZG 2023-2032-38,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-12-16,BPCHC SZG 2023-2032-38,Guangdong LNG Terminal,2030-12-16,Ex Ship,Spot Index,Guangdong LNG Terminal,2030-12-22,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
GZG SPA 2022-2034-87,TAC Pacific Purchase,Guangdong LNG Terminal,,2030-12-22,GZG SPA 2022-2034-87,Guangdong LNG Terminal,2030-12-22,Ex Ship,GZG DES 2022-2034,Senboku,2031-01-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.65"
OG SPA 2026-2039-30,TAC Pacific Purchase,Senboku,,2031-01-01,OG SPA 2026-2039-30,Senboku,2031-01-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2031-01-05,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-88,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-01-05,GZG SPA 2022-2034-88,Guangdong LNG Terminal,2031-01-05,Ex Ship,GZG DES 2022-2034,Singapore,2031-01-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.66"
Pavilion DES 2024-2033-85,TAC Pacific Purchase,Singapore,,2031-01-15,Pavilion DES 2024-2033-85,Singapore,2031-01-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2031-01-20,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.81"
BPCHC SZG 2023-2032-39,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-01-20,BPCHC SZG 2023-2032-39,Guangdong LNG Terminal,2031-01-20,Ex Ship,Spot Index,Guangdong LNG Terminal,2031-02-13,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
GZG SPA 2022-2034-89,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-02-13,GZG SPA 2022-2034-89,Guangdong LNG Terminal,2031-02-13,Ex Ship,GZG DES 2022-2034,Singapore,2031-02-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.67"
Pavilion DES 2024-2033-86,TAC Pacific Purchase,Singapore,,2031-02-15,Pavilion DES 2024-2033-86,Singapore,2031-02-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2031-03-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.82"
OG SPA 2026-2039-31,TAC Pacific Purchase,Senboku,,2031-03-01,OG SPA 2026-2039-31,Senboku,2031-03-01,Ex Ship,OG SPA 2026-2039,Singapore,2031-03-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
Pavilion DES 2024-2033-87,TAC Pacific Purchase,Singapore,,2031-03-15,Pavilion DES 2024-2033-87,Singapore,2031-03-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2031-03-24,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.83"
GZG SPA 2022-2034-90,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-03-24,GZG SPA 2022-2034-90,Guangdong LNG Terminal,2031-03-24,Ex Ship,GZG DES 2022-2034,Guangdong LNG Terminal,2031-04-12,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.68"
BPCHC SZG 2023-2032-40,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-04-12,BPCHC SZG 2023-2032-40,Guangdong LNG Terminal,2031-04-12,Ex Ship,Spot Index,Singapore,2031-04-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Pavilion DES 2024-2033-88,TAC Pacific Purchase,Singapore,,2031-04-15,Pavilion DES 2024-2033-88,Singapore,2031-04-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2031-05-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.84"
OG SPA 2026-2039-32,TAC Pacific Purchase,Senboku,,2031-05-01,OG SPA 2026-2039-32,Senboku,2031-05-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2031-05-02,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-91,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-05-02,GZG SPA 2022-2034-91,Guangdong LNG Terminal,2031-05-02,Ex Ship,GZG DES 2022-2034,Singapore,2031-05-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.69"
Pavilion DES 2024-2033-89,TAC Pacific Purchase,Singapore,,2031-05-15,Pavilion DES 2024-2033-89,Singapore,2031-05-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2031-06-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.85"
OG SPA 2026-2039-33,TAC Pacific Purchase,Senboku,,2031-06-01,OG SPA 2026-2039-33,Senboku,2031-06-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2031-06-10,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-92,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-06-10,GZG SPA 2022-2034-92,Guangdong LNG Terminal,2031-06-10,Ex Ship,GZG DES 2022-2034,Singapore,2031-06-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.70"
