Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes,Carriage Type
JERA (TEPCO)-BPS SPA-133,TAC Pacific Purchase,Futtsu,,06/05/2026,JERA (TEPCO)-BPS SPA-133,Futtsu,06/05/2026,Ex Ship,TEPCO 2 (Apr '19 +) Lean,Sakai LNG,12/05/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Qatargas 2022-2026-62,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/05/2026,TAC Qatargas 2022-2026-62,Tokyo,27/05/2026,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1037",,BP Delivered
Freeport -402,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,11/05/2026,TAC Freeport -402,TAC Europe,24/05/2026,Charter Vessel (MEGI-PRS),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Kansai-BPS SPA 2-78,TAC Pacific Purchase,Sakai LNG,,12/05/2026,Kansai-BPS SPA 2-78,Sakai LNG,12/05/2026,Ex Ship,Kansai II Alternating Marketing,Map Ta Phut,13/05/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
PTT-SPA-2018-130,TAC Pacific Purchase,Map Ta Phut,,13/05/2026,PTT-SPA-2018-130,Map Ta Phut,13/05/2026,Ex Ship,PTT,Singapore,15/05/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Pavilion DES 2024-2033-29,TAC Pacific Purchase,Singapore,,15/05/2026,Pavilion DES 2024-2033-29,Singapore,15/05/2026,Ex Ship,Pavilion DES 2024-2033,Joetsu,15/05/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.25",FOB Sale
JERA (Chubu)-BPS SPA-71,TAC Pacific Purchase,Joetsu,,15/05/2026,JERA (Chubu)-BPS SPA-71,Joetsu,15/05/2026,Ex Ship,Chubu - NBP,Tianjin Lingang,17/05/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
T4-378,T4 TRINIDAD,Point Fortin,170015,17/05/2026,TAC T4-378,TAC Europe,29/05/2026,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Freeport -403,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,17/05/2026,TAC Freeport -403,TAC Europe,30/05/2026,Charter Vessel (MEGI-PRS),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
CNOOC 2019-2039-110,TAC Pacific Purchase,Tianjin Lingang,,17/05/2026,CNOOC 2019-2039-110,Tianjin Lingang,17/05/2026,Ex Ship,CNOOC 2019-2039,Krk Island,19/05/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,,Shorts against TAC Pacific,,,FOB Sale
VG1-79,Spot Index,Sabine Pass LNG Terminal,170060,18/05/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
PPD Mid Term 2020-47,TAC Atlantic Purchase,Krk Island,,19/05/2026,PPD Mid Term 2020-47,Krk Island,19/05/2026,Ex Ship,PPD Mid Term 2020,"Freeport LNG Terminal, Texas, U.S.A.",23/05/2026,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Atlantic,,,DES Purchase
Freeport -404,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",142985,23/05/2026,CNOOC FOB 2019-2039-25,"Freeport LNG Terminal, Texas, U.S.A.",23/05/2026,Ex Ship,CNOOC 2019-2039 FOB,Cochin,23/05/2026,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,FOB Sale
Exxon SPA-66,TAC Middle East Purchase,Cochin,,23/05/2026,Exxon SPA-66,Cochin,23/05/2026,Ex Ship,Exxon SPA,Futtsu,29/05/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,DES Purchase
Freeport -405,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,29/05/2026,TAC Freeport -405,TAC Europe,11/06/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
JERA (TEPCO)-BPS SPA-134,TAC Pacific Purchase,Futtsu,,29/05/2026,JERA (TEPCO)-BPS SPA-134,Futtsu,29/05/2026,Ex Ship,TEPCO 2 (Apr '19 +) Rich,Sakai LNG,01/06/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
T4-379,T4 TRINIDAD,Point Fortin,170016,01/06/2026,TAC T4-379,TAC Europe,13/06/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,[Multi Load],,1.7561,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Kansai-BPS SPA 1-70,TAC Pacific Purchase,Sakai LNG,,01/06/2026,Kansai-BPS SPA 1-70,Sakai LNG,01/06/2026,Ex Ship,Kansai,Map Ta Phut,06/06/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
VG1-80,Spot Index,Sabine Pass LNG Terminal,170060,01/06/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Freeport -406,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,03/06/2026,TAC Freeport -406,TAC Europe,16/06/2026,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Woodfibre LNG -14,Fixed,Woodfibre LNG,154347,04/06/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Contract to be added - consult TAs,,BP Delivered
PTT-SPA-2018-131,TAC Pacific Purchase,Map Ta Phut,,06/06/2026,PTT-SPA-2018-131,Map Ta Phut,06/06/2026,Ex Ship,PTT,Tianjin Lingang,11/06/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Qatargas 2022-2026-63,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/06/2026,TAC Qatargas 2022-2026-63,Tokyo,27/06/2026,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1038",,BP Delivered
Freeport -407,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,09/06/2026,TAC Freeport -407,TAC Europe,22/06/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
CNOOC 2019-2039-111,TAC Pacific Purchase,Tianjin Lingang,,11/06/2026,CNOOC 2019-2039-111,Tianjin Lingang,11/06/2026,Ex Ship,CNOOC 2019-2039,Singapore,15/06/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
VG1-81,Spot Index,Sabine Pass LNG Terminal,170060,14/06/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Freeport -408,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,15/06/2026,TAC Freeport -408,TAC Europe,28/06/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Pavilion DES 2024-2033-30,TAC Pacific Purchase,Singapore,,15/06/2026,Pavilion DES 2024-2033-30,Singapore,15/06/2026,Ex Ship,Pavilion DES 2024-2033,Cochin,18/06/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.26",FOB Sale
T4-380,T4 TRINIDAD,Point Fortin,170017,16/06/2026,TAC T4-380,TAC Europe,28/06/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Exxon SPA-67,TAC Middle East Purchase,Cochin,,18/06/2026,Exxon SPA-67,Cochin,18/06/2026,Ex Ship,Exxon SPA,Sakai LNG,21/06/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,DES Purchase
Freeport -409,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,21/06/2026,TAC Freeport -409,TAC Europe,04/07/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Kansai-BPS SPA 2-79,TAC Pacific Purchase,Sakai LNG,,21/06/2026,Kansai-BPS SPA 2-79,Sakai LNG,21/06/2026,Ex Ship,Kansai II,Futtsu,21/06/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
JERA (TEPCO)-BPS SPA-135,TAC Pacific Purchase,Futtsu,,21/06/2026,JERA (TEPCO)-BPS SPA-135,Futtsu,21/06/2026,Ex Ship,TEPCO 2 (Apr '19 +) Lean,Map Ta Phut,30/06/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Freeport -410,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,27/06/2026,TAC Freeport -410,TAC Europe,10/07/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
VG1-82,Spot Index,Sabine Pass LNG Terminal,170060,28/06/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
PTT-SPA-2018-132,TAC Pacific Purchase,Map Ta Phut,,30/06/2026,PTT-SPA-2018-132,Map Ta Phut,30/06/2026,Ex Ship,PTT,Senboku,01/07/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
T4-381,T4 TRINIDAD,Point Fortin,170018,01/07/2026,TAC T4-381,TAC Europe,13/07/2026,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
OG SPA 2026-2039-03,TAC Pacific Purchase,Senboku,,01/07/2026,OG SPA 2026-2039-03,Senboku,01/07/2026,Ex Ship,OG SPA 2026-2039,"Freeport LNG Terminal, Texas, U.S.A.",03/07/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79",DES Purchase
Freeport -411,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",160000,03/07/2026,Pavilion FOB-19,"Freeport LNG Terminal, Texas, U.S.A.",03/07/2026,Ex Ship,Pavilion SPA FOB,Krk Island,04/07/2026,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,FOB Sale
PPD Mid Term 2020-48,TAC Atlantic Purchase,Krk Island,,04/07/2026,PPD Mid Term 2020-48,Krk Island,04/07/2026,Ex Ship,PPD Mid Term 2020,Joetsu,06/07/2026,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Atlantic,,,DES Purchase
JERA (Chubu)-BPS SPA-72,TAC Pacific Purchase,Joetsu,,06/07/2026,JERA (Chubu)-BPS SPA-72,Joetsu,06/07/2026,Ex Ship,Chubu - NBP,Tianjin Lingang,06/07/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
CNOOC 2019-2039-112,TAC Pacific Purchase,Tianjin Lingang,,06/07/2026,CNOOC 2019-2039-112,Tianjin Lingang,06/07/2026,Ex Ship,CNOOC 2019-2039,"Freeport LNG Terminal, Texas, U.S.A.",09/07/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Woodfibre LNG -15,Fixed,Woodfibre LNG,154347,07/07/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Contract to be added - consult TAs,,BP Delivered
Qatargas 2022-2026-64,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/07/2026,TAC Qatargas 2022-2026-64,Tokyo,27/07/2026,Charter Vessel (DFDE-155),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1039",,BP Delivered
Freeport -412,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",142985,09/07/2026,CNOOC FOB 2019-2039-26,"Freeport LNG Terminal, Texas, U.S.A.",09/07/2026,Ex Ship,CNOOC 2019-2039 FOB,Sakai LNG,11/07/2026,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,FOB Sale
Kansai-BPS SPA 1-71,TAC Pacific Purchase,Sakai LNG,,11/07/2026,Kansai-BPS SPA 1-71,Sakai LNG,11/07/2026,Ex Ship,Kansai,Futtsu,14/07/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
VG1-83,Spot Index,Sabine Pass LNG Terminal,170060,11/07/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
JERA (TEPCO)-BPS SPA-136,TAC Pacific Purchase,Futtsu,,14/07/2026,JERA (TEPCO)-BPS SPA-136,Futtsu,14/07/2026,Ex Ship,TEPCO 2 (Apr '19 +) Rich,Cochin,14/07/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Exxon SPA-68,TAC Middle East Purchase,Cochin,,14/07/2026,Exxon SPA-68,Cochin,14/07/2026,Ex Ship,Exxon SPA,Singapore,15/07/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,DES Purchase
Freeport -413,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,15/07/2026,TAC Freeport -413,TAC Europe,28/07/2026,Charter Vessel (MEGI-PRS),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Pavilion DES 2024-2033-31,TAC Pacific Purchase,Singapore,,15/07/2026,Pavilion DES 2024-2033-31,Singapore,15/07/2026,Ex Ship,Pavilion DES 2024-2033,Map Ta Phut,24/07/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.27",FOB Sale
T4-382,T4 TRINIDAD,Point Fortin,170019,16/07/2026,TAC T4-382,TAC Europe,28/07/2026,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Freeport -414,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,21/07/2026,TAC Freeport -414,TAC Europe,03/08/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
PTT-SPA-2018-133,TAC Pacific Purchase,Map Ta Phut,,24/07/2026,PTT-SPA-2018-133,Map Ta Phut,24/07/2026,Ex Ship,PTT,Sakai LNG,31/07/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
VG1-84,Spot Index,Sabine Pass LNG Terminal,170060,25/07/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Freeport -415,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,26/07/2026,TAC Freeport -415,TAC Europe,08/08/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Kansai-BPS SPA 2-80,TAC Pacific Purchase,Sakai LNG,,31/07/2026,Kansai-BPS SPA 2-80,Sakai LNG,31/07/2026,Ex Ship,Kansai II Alternating Marketing,Tianjin Lingang,31/07/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
CNOOC 2019-2039-113,TAC Pacific Purchase,Tianjin Lingang,,31/07/2026,CNOOC 2019-2039-113,Tianjin Lingang,31/07/2026,Ex Ship,CNOOC 2019-2039,Futtsu,06/08/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Freeport -416,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,01/08/2026,TAC Freeport -416,TAC Europe,14/08/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
T4-383,T4 TRINIDAD,Point Fortin,170020,01/08/2026,TAC T4-383,TAC Europe,13/08/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
JERA (TEPCO)-BPS SPA-137,TAC Pacific Purchase,Futtsu,,06/08/2026,JERA (TEPCO)-BPS SPA-137,Futtsu,06/08/2026,Ex Ship,TEPCO 2 (Apr '19 +) Lean,Cochin,09/08/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -417,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,07/08/2026,TAC Freeport -417,TAC Europe,20/08/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
VG1-85,Spot Index,Sabine Pass LNG Terminal,170060,07/08/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Qatargas 2022-2026-65,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/08/2026,TAC Qatargas 2022-2026-65,Tokyo,27/08/2026,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,P,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1040",,BP Delivered
Exxon SPA-69,TAC Middle East Purchase,Cochin,,09/08/2026,Exxon SPA-69,Cochin,09/08/2026,Ex Ship,Exxon SPA,Singapore,15/08/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,DES Purchase
Woodfibre LNG -16,Fixed,Woodfibre LNG,154347,09/08/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Contract to be added - consult TAs,,BP Delivered
Fixed BW Helios May-21,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",,12/08/2026,,"Freeport LNG Terminal, Texas, U.S.A.",12/08/2026,BW Helios,Charter In,,,,,,,,,,,,,,North America,North America,,,0,,,,,BP Delivered
Freeport -418,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,13/08/2026,TAC Freeport -418,TAC Europe,26/08/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Pavilion DES 2024-2033-32,TAC Pacific Purchase,Singapore,,15/08/2026,Pavilion DES 2024-2033-32,Singapore,15/08/2026,Ex Ship,Pavilion DES 2024-2033,Map Ta Phut,17/08/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.28",FOB Sale
T4-384,T4 TRINIDAD,Point Fortin,170021,16/08/2026,TAC T4-384,TAC Europe,28/08/2026,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
PTT-SPA-2018-134,TAC Pacific Purchase,Map Ta Phut,,17/08/2026,PTT-SPA-2018-134,Map Ta Phut,17/08/2026,Ex Ship,PTT,Krk Island,19/08/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
PPD Mid Term 2020-49,TAC Atlantic Purchase,Krk Island,,19/08/2026,PPD Mid Term 2020-49,Krk Island,19/08/2026,Ex Ship,PPD Mid Term 2020,"Freeport LNG Terminal, Texas, U.S.A.",19/08/2026,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Atlantic,,,FOB Sale
Freeport -419,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",142985,19/08/2026,CNOOC FOB 2019-2039-27,"Freeport LNG Terminal, Texas, U.S.A.",19/08/2026,Ex Ship,CNOOC 2019-2039 FOB,Sakai LNG,20/08/2026,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,DES Purchase
Kansai-BPS SPA 1-72,TAC Pacific Purchase,Sakai LNG,,20/08/2026,Kansai-BPS SPA 1-72,Sakai LNG,20/08/2026,Ex Ship,Kansai,Tianjin Lingang,25/08/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
VG1-86,Spot Index,Sabine Pass LNG Terminal,170060,21/08/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Freeport -420,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,25/08/2026,TAC Freeport -420,TAC Europe,07/09/2026,Charter Vessel (MEGI-PRS),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
CNOOC 2019-2039-114,TAC Pacific Purchase,Tianjin Lingang,,25/08/2026,CNOOC 2019-2039-114,Tianjin Lingang,25/08/2026,Ex Ship,CNOOC 2019-2039,Joetsu,27/08/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,,Shorts against TAC Pacific,,,DES Purchase
JERA (Chubu)-BPS SPA-73,TAC Pacific Purchase,Joetsu,,27/08/2026,JERA (Chubu)-BPS SPA-73,Joetsu,27/08/2026,Ex Ship,Chubu - NBP,Futtsu,29/08/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
JERA (TEPCO)-BPS SPA-138,TAC Pacific Purchase,Futtsu,,29/08/2026,JERA (TEPCO)-BPS SPA-138,Futtsu,29/08/2026,Ex Ship,TEPCO 2 (Apr '19 +) Rich,Senboku,01/09/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Freeport -421,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,31/08/2026,TAC Freeport -421,TAC Europe,13/09/2026,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
